,cntr_no,carrier_no,pol,scheduled_pol_etd,pol_atd,pod,scheduled_pod_eta,pod_ata,portcast_predicted_pod_eta,container_pod_actual_discharge,last_container_event,vessel_legs,container_pod_scheduled_discharge
1020,FSCU8209845,CMDU,CNSHG,2021-05-29T07:30:00+08:00,2021-05-30T13:45:08+08:00,USNYC,,,2021-06-27T13:00:00,,Unload from vessel,1.0,2021-06-27T13:00:00
1021,OOLU9264070,OOLU,CNXMG,2021-05-24T18:00:00+08:00,2021-05-26T23:10:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1022,GESU5549030,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1023,FSCU8876766,COSU,CNYTN,2021-05-19T23:00:00+08:00,2021-05-22T17:19:57.560000+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
1024,TCLU4270086,CMDU,CNSHG,,,USLAX,,,2021-06-06T05:00:00,,Unload from vessel,1.0,2021-06-06T05:00:00
1025,TCNU8049548,COSU,CNXMG,2021-05-24T18:00:00+08:00,2021-05-26T23:10:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:36:20.278180-05:00,,Vessel arrival,1.0,2021-06-23T13:00:00
1026,OOCU5012155,OOLU,CNYTN,2021-05-23T06:00:00+08:00,2021-05-24T17:50:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Unload from vessel,1.0,2021-06-23T08:00:00
1027,FDCU0308246,HLCU,CNNGB,,,USNYC,,,2021-06-30T21:30:00,,Vessel arrival,1.0,2021-06-30T21:30:00
1028,SEGU4947218,CMDU,ITGOA,2021-05-16T22:00:00+01:00,2021-05-17T22:30:04+01:00,USSAV,2021-06-05T06:00:00-05:00,,2021-06-07T13:52:23.896982-05:00,,Unload from vessel,1.0,2021-06-06T07:00:00
1029,OOCU6873040,OOLU,CNXMG,2021-05-24T18:00:00+08:00,2021-05-26T23:10:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1030,TCKU6210807,CMDU,CNQDG,,,USSAV,,,2021-07-09T07:00:00,,Unload from vessel,1.0,2021-07-09T07:00:00
1031,HLBU8042250,HLCU,CNQDG,,,CAVAN,,,2021-06-19T01:00:00,,Vessel arrival,1.0,2021-06-19T01:00:00
1032,CBHU6475730,COSU,CNYTN,2021-05-19T23:00:00+08:00,2021-05-22T17:19:57.560000+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
1033,CSNU4022754,COSU,CNYTN,2021-05-19T23:00:00+08:00,2021-05-22T17:19:57.560000+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
1034,CMAU5680883,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1035,CSNU7263288,COSU,CNYTN,2021-05-19T23:00:00+08:00,2021-05-22T17:19:57.560000+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
1036,BEAU4436113,ONEY,VNCMT,2021-06-02T10:00:00+07:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Unclassified,1.0,2021-06-21T08:30:00
1037,CBHU9419432,COSU,CNYTN,2021-05-19T23:00:00+08:00,2021-05-22T17:19:57.560000+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
1038,CSNU6821894,COSU,,,,,,,,,,,
1039,UETU5250534,HLCU,VNVUT,,,CAVAN,,,2021-06-30T16:00:00,,Unclassified,1.0,2021-06-30T16:00:00
1040,CAIU4977724,HLCU,CNNGB,,,CAVAN,,,2021-06-19T01:00:00,,Unclassified,1.0,2021-06-19T01:00:00
1041,CSNU8492355,COSU,,,,,,,,,,,
1042,HLBU3380402,HLCU,CNSHG,,,CAVAN,,,2021-06-14T01:00:00,,Unclassified,1.0,2021-06-14T01:00:00
1043,CSNU8510150,COSU,CNYTN,2021-05-23T06:00:00+08:00,2021-05-24T17:50:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:36:20.278180-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1044,BSIU9522580,COSU,CNYTN,2021-05-19T23:00:00+08:00,2021-05-22T17:19:57.560000+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
1045,OOLU9535248,OOLU,CNXMG,2021-05-24T18:00:00+08:00,2021-05-26T23:10:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1046,TGBU5375746,COSU,,,,,,,,,,,
1047,CCLU4941531,COSU,CNYTN,2021-05-19T23:00:00+08:00,2021-05-22T17:19:57.560000+08:00,USLAX,,,2021-06-13T05:00:00,,Vessel arrival,1.0,2021-06-13T05:00:00
1048,TCNU5721052,ONEY,VNCMT,2021-06-02T10:00:00+07:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Unclassified,1.0,2021-06-21T08:30:00
1049,TLLU5653257,ONEY,VNCMT,2021-05-30T23:45:00+07:00,2021-05-30T23:45:00+07:00,USLAX,2021-07-04T04:00:00-08:00,,2021-07-04T07:30:00,,Vessel departure,1.0,2021-07-04T07:30:00
1050,TGHU5042710,CMDU,VNHPH,2021-05-18T09:30:00+07:00,2021-05-18T01:00:00+07:00,USLAX,,,2021-06-21T08:00:00,,Unload from vessel,2.0,2021-06-21T08:00:00
1051,OOLU4310721,COSU,CNYTN,2021-05-23T06:00:00+08:00,2021-05-24T17:50:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:36:20.278180-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1052,TCNU7219790,CMDU,VNVUT,,,USNYC,,,2021-06-23T13:00:00,,Unload from vessel,1.0,2021-06-23T13:00:00
1053,KOCU4131073,HDMU,CNSHG,,,USNYC,,,2021-07-01T18:00:00,,Vessel arrival,1.0,2021-07-01T18:00:00
1054,HMMU6103834,HDMU,VNVUT,2021-06-01T08:00:00+07:00,,USORF,,,2021-06-30T23:00:00,,Unclassified,1.0,2021-06-30T23:00:00
1055,FANU1466047,HLCU,CNSHG,,,CAVAN,,,2021-06-27T08:00:00,,Unclassified,2.0,2021-06-27T08:00:00
1056,TCLU9624840,CMDU,VNVUT,,,USSAV,,,2021-06-29T00:00:00,,Unload from vessel,1.0,2021-06-29T00:00:00
1057,TCNU8118799,HDMU,VNVUT,2021-06-01T08:00:00+07:00,,USORF,,,2021-06-30T23:00:00,,Unclassified,1.0,2021-06-30T23:00:00
1058,TCNU6475420,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
1059,BEAU5597112,OOLU,CNXMG,,,USSEA,,,2021-06-07T08:00:00,,Vessel arrival,1.0,2021-06-07T08:00:00
1060,HMMU9056438,HDMU,CNYTN,2021-05-19T02:00:00+08:00,2021-05-23T16:22:11+08:00,USORF,,,2021-06-27T23:00:00,,Unclassified,1.0,2021-06-27T23:00:00
1061,TCNU8418224,HLCU,CNSHG,,,CAVAN,,,2021-06-27T08:00:00,,Unclassified,2.0,2021-06-27T08:00:00
1062,TCLU4355250,CMDU,VNVUT,,,USSAV,,,2021-06-29T00:00:00,,Unload from vessel,1.0,2021-06-29T00:00:00
1063,CMAU5717792,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USSAV,,,2021-07-04T00:00:00,,Unload from vessel,1.0,2021-07-04T00:00:00
1064,OOLU7597831,COSU,CNYTN,2021-05-23T06:00:00+08:00,2021-05-24T17:50:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:36:20.278180-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1065,ONEU0311858,ONEY,VNCMT,2021-05-30T15:00:00+07:00,,CAVAN,2021-06-20T10:00:00-07:00,,2021-06-20T16:52:42.848107-07:00,,Gate in,1.0,2021-07-07T06:30:00
1066,CCLU5270607,OOLU,CNYTN,2021-05-23T06:00:00+08:00,2021-05-24T17:50:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Unload from vessel,1.0,2021-06-23T08:00:00
1067,SEGU5892423,ONEY,CNYTN,2021-05-23T15:35:00+08:00,2021-05-23T15:35:00+08:00,USNYC,2021-07-07T18:30:00-05:00,,2021-07-10T00:19:58.238686-05:00,,Unload from vessel,2.0,2021-07-08T00:30:00
1068,HLBU3187944,HLCU,VNVUT,,,CAVAN,,,2021-06-30T16:00:00,,Unclassified,1.0,2021-06-30T16:00:00
1069,CXDU2208041,ONEY,VNHPH,2021-05-10T08:30:00+07:00,2021-05-10T08:30:00+07:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Vessel departure,2.0,2021-06-25T00:30:00
1070,TEMU8725370,ONEY,CNYTN,2021-05-27T17:23:00+08:00,2021-05-31T19:34:13.480000+08:00,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Loaded onto vessel,1.0,2021-06-28T00:30:00
1071,TRHU2391916,ONEY,VNHPH,2021-05-17T08:00:00+07:00,2021-05-01T14:25:00+07:00,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Unclassified,2.0,2021-06-28T00:30:00
1072,CAIU9269517,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
1073,TRHU3133325,ONEY,VNHPH,2021-05-23T21:00:00+07:00,2021-05-23T21:00:00+07:00,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Vessel departure,2.0,2021-06-21T08:30:00
1074,TCNU5297685,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
1075,KKFU1485732,ONEY,VNHPH,2021-05-17T08:00:00+07:00,2021-05-01T14:25:00+07:00,USSAV,2021-07-03T14:00:00-05:00,,2021-07-09T18:55:50.364724-05:00,,Unclassified,2.0,2021-07-03T20:30:00
1076,BMOU6138766,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1077,DRYU4254006,ONEY,VNHPH,2021-05-17T08:00:00+07:00,2021-05-01T14:25:00+07:00,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Unclassified,2.0,2021-06-28T00:30:00
1078,CMAU9019172,CMDU,CNXMG,,,USLAX,,,2021-06-21T17:00:00,,Unload from vessel,1.0,2021-06-21T17:00:00
1079,HMMU6104553,HDMU,CNSHG,,,USNYC,,,2021-07-01T18:00:00,,Vessel arrival,1.0,2021-07-01T18:00:00
1080,LCGU8082684,CMDU,CNSHG,2021-05-11T05:00:00+08:00,2021-05-12T10:39:23+08:00,USNYC,2021-06-04T13:00:00-05:00,,2021-06-06T15:59:52.505469-05:00,,Unload from vessel,1.0,2021-06-07T13:00:00
1081,ONEU7032304,ONEY,CNYTN,2021-06-06T19:00:00+08:00,,USNYC,2021-07-07T18:30:00-05:00,,2021-07-10T00:19:58.238686-05:00,,Gate in,1.0,2021-07-08T00:30:00
1082,BSIU9373300,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
1083,TCLU9848979,ONEY,CNYTN,2021-05-16T08:35:00+08:00,2021-05-16T08:35:00+08:00,USLGB,2021-05-31T05:00:00-08:00,2021-05-31T05:00:00-08:00,,2021-05-31T10:24:00,Unload from vessel,1.0,
1084,CMAU7257649,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
1085,CMAU6959574,CMDU,CNYTN,,,USLAX,,,2021-06-17T04:00:00,,Unload from vessel,1.0,2021-06-17T04:00:00
1086,CXDU1106430,CMDU,VNVUT,2021-06-04T18:00:00+07:00,,USLAX,2021-06-23T18:00:00-08:00,,2021-06-21T07:00:00,,Unload from vessel,1.0,2021-06-21T07:00:00
1087,FANU1511336,HLCU,CNNGB,,,CAVAN,,,2021-06-19T01:00:00,,Vessel arrival,1.0,2021-06-19T01:00:00
1088,CAXU9322547,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1089,BMOU4234837,HLCU,VNVUT,,,CAVAN,,,2021-06-30T16:00:00,,Unclassified,1.0,2021-06-30T16:00:00
1090,KOCU4858015,HDMU,CNSHG,,,USLAX,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
1091,BEAU5394049,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1092,KOCU4863367,HDMU,CNSHG,,,USLAX,,,2021-06-10T18:00:00,,Vessel arrival,1.0,2021-06-10T18:00:00
1093,HMMU6457669,HDMU,CNSHG,,,USLAX,,,2021-06-18T18:00:00,,Vessel arrival,1.0,2021-06-18T18:00:00
1094,TCLU9614076,ONEY,VNCMT,2021-05-05T19:15:00+07:00,2021-05-05T19:15:00+07:00,USTIW,2021-06-01T23:00:00-07:00,,2021-06-02T17:44:03.056770-07:00,,Vessel departure,1.0,2021-06-02T06:30:00
1095,TGHU6324046,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1096,TCNU7263107,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
1097,HDMU4750089,HDMU,VNVUT,2021-06-01T08:00:00+07:00,,USNYC,2021-06-27T23:00:00-05:00,,2021-07-03T03:17:21.353462-05:00,,Unclassified,1.0,2021-06-27T23:00:00
1098,FANU1487707,HLCU,CNSHG,,,USNYC,,,2021-06-30T21:30:00,,Vessel arrival,1.0,2021-06-30T21:30:00
1099,MOTU1416532,ONEY,VNCMT,2021-05-05T03:00:00+07:00,2021-05-05T03:00:00+07:00,USLAX,2021-05-24T14:00:00-08:00,2021-05-24T14:00:00-08:00,,2021-05-26T01:41:00,Unload from vessel,1.0,
1100,CAIU7745656,MAEU,CNNGB,2021-05-22T16:18:00+08:00,2021-05-22T16:18:00+08:00,USMOB,2021-06-17T18:00:00-06:00,,2021-06-18T14:37:50.240169-06:00,,Gate out,1.0,2021-06-17T18:00:00
1101,TCNU4281431,ONEY,VNCMT,2021-06-02T10:00:00+07:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Unclassified,1.0,2021-06-21T08:30:00
1102,APHU7357188,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1103,FCIU9286528,ONEY,VNCMT,2021-05-31T08:05:00+07:00,2021-05-31T08:05:00+07:00,USTIW,2021-06-24T17:00:00-07:00,,2021-06-19T20:27:35.128679-07:00,,Vessel departure,1.0,2021-06-25T06:30:00
1104,CBHU8615636,OOLU,VNCMT,,,USNYC,2021-06-28T12:00:00-05:00,,2021-06-28T12:00:00,,Vessel arrival,1.0,2021-06-28T12:00:00
1105,KKFU7674841,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
1106,SUDU8606478,MAEU,CNNGB,2021-05-22T16:18:00+08:00,2021-05-22T16:18:00+08:00,USMOB,2021-06-17T18:00:00-06:00,,2021-06-18T14:37:50.240169-06:00,,Gate out,1.0,2021-06-17T18:00:00
1107,FANU1510812,HLCU,CNNGB,,,CAVAN,,,2021-06-19T01:00:00,,Vessel arrival,1.0,2021-06-19T01:00:00
1108,KKFU9154833,ONEY,VNCMT,2021-05-30T15:00:00+07:00,,CAVAN,2021-06-20T10:00:00-07:00,,2021-06-20T16:52:42.848107-07:00,,Unclassified,1.0,2021-07-07T06:30:00
1109,TGBU5301450,ONEY,VNCMT,2021-05-05T03:00:00+07:00,2021-05-05T03:00:00+07:00,USLAX,2021-05-24T14:00:00-08:00,2021-05-24T14:00:00-08:00,,2021-05-26T20:10:00,Unload from vessel,1.0,
1110,SEGU5522877,ONEY,MYTPP,,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Unload from vessel,2.0,2021-06-28T00:30:00
1111,TCNU4043433,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USSAV,2021-06-15T15:00:00-05:00,,2021-06-17T04:52:58.990764-05:00,,Vessel departure,1.0,2021-06-15T20:30:00
1112,CCLU7812538,OOLU,CNXMG,2021-05-24T18:00:00+08:00,2021-05-26T23:10:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Vessel arrival,1.0,2021-06-23T08:00:00
1113,TCLU8334872,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1114,MSMU7496413,MSCU,CNFOC,,,USLGB,,,2021-06-24T00:00:00,,Vessel arrival,2.0,2021-06-24T00:00:00
1115,TLLU4316009,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1116,TEMU8572332,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-09T18:30:00-05:00,,2021-06-10T12:50:26.565876-05:00,,Vessel departure,1.0,2021-06-10T00:30:00
1117,TCLU1537590,ONEY,VNCMT,2021-05-21T12:42:00+07:00,2021-05-21T12:42:00+07:00,USTIW,2021-06-17T09:00:00-07:00,,2021-06-17T03:16:54.192228-07:00,,Vessel departure,1.0,2021-06-17T16:30:00
1118,OOCU7985070,OOLU,CNYTN,2021-05-23T06:00:00+08:00,2021-05-24T17:50:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Unload from vessel,1.0,2021-06-23T08:00:00
1119,TEMU8926879,ONEY,VNCMT,2021-05-21T12:42:00+07:00,2021-05-21T12:42:00+07:00,USTIW,2021-06-17T09:00:00-07:00,,2021-06-17T03:16:54.192228-07:00,,Vessel departure,1.0,2021-06-17T16:30:00
1120,OOLU7913858,OOLU,CNYTN,2021-05-23T06:00:00+08:00,2021-05-24T17:50:09+08:00,USNYC,2021-06-22T13:00:00-05:00,,2021-06-23T11:25:31.653298-05:00,,Unload from vessel,1.0,2021-06-23T08:00:00
1121,SEGU5922549,ONEY,CNSHG,2021-05-10T06:00:00+08:00,2021-05-10T06:00:00+08:00,USNYC,,,2021-06-08T20:30:00,,Vessel departure,1.0,2021-06-08T20:30:00
1122,MAGU4879320,OOLU,VNCMT,,,USNYC,2021-06-28T12:00:00-05:00,,2021-06-28T12:00:00,,Vessel arrival,1.0,2021-06-28T12:00:00
1123,NYKU4947028,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
1124,MOEU1405695,ONEY,CNSHG,2021-05-16T04:00:00+08:00,2021-05-16T04:00:00+08:00,USNYC,2021-06-14T10:30:00-05:00,,2021-06-15T05:41:31.745484-05:00,,Vessel departure,1.0,2021-06-14T15:00:00
1125,CAIU9174920,ONEY,VNCMT,2021-05-05T03:00:00+07:00,2021-05-05T03:00:00+07:00,USLAX,2021-05-24T14:00:00-08:00,2021-05-24T14:00:00-08:00,,2021-05-26T20:29:00,Unload from vessel,1.0,
1126,MOTU0611513,ONEY,VNCMT,2021-05-30T23:45:00+07:00,2021-05-30T23:45:00+07:00,USLAX,2021-07-04T04:00:00-08:00,,2021-07-04T07:30:00,,Vessel departure,1.0,2021-07-04T07:30:00
1127,TCLU9424348,ONEY,VNCMT,2021-06-02T10:00:00+07:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Unclassified,1.0,2021-06-21T08:30:00
1128,TCLU7825125,ONEY,CNSHG,2021-05-16T04:00:00+08:00,2021-05-16T04:00:00+08:00,USNYC,2021-06-14T10:30:00-05:00,,2021-06-15T05:41:31.745484-05:00,,Vessel departure,1.0,2021-06-14T15:00:00
1129,TTNU4590201,CMDU,CNYTN,,,USLAX,,,2021-06-17T04:00:00,,Unload from vessel,1.0,2021-06-17T04:00:00
1130,CAIU5803943,ONEY,CNSHG,2021-05-05T09:00:00+08:00,2021-05-05T09:00:00+08:00,USNYC,2021-06-02T04:00:00-05:00,,2021-06-03T08:15:30.526049-05:00,,Vessel departure,1.0,2021-06-02T09:30:00
1131,NYKU4307463,ONEY,CNXMG,2021-05-09T12:00:00+08:00,2021-05-09T12:00:00+08:00,USNYC,2021-06-24T18:30:00-05:00,,2021-06-26T02:19:22.265642-05:00,,Vessel departure,2.0,2021-06-25T00:30:00
1132,TCNU4002007,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
1133,ONEU7026805,ONEY,VNCMT,,,USNYC,2021-06-13T12:30:00-05:00,,2021-06-14T01:01:45.338587-05:00,,Vessel departure,2.0,2021-06-13T18:30:00
1134,ECMU4451165,CMDU,CNYTN,,,USLAX,,,2021-06-17T04:00:00,,Unload from vessel,1.0,2021-06-17T04:00:00
1135,HLXU5374411,HLCU,INMUN,2021-05-27T04:00:00+05:30,2021-05-29T00:48:20.440000+05:30,USSAV,,,2021-06-22T07:00:00,,Vessel arrival,1.0,2021-06-22T07:00:00
1136,HLBU2469394,HLCU,VNVUT,2021-05-11T09:00:00+07:00,2021-05-11T07:50:00+07:00,USSAV,2021-06-14T00:01:00-05:00,,2021-06-18T07:28:02.651070-05:00,,Unclassified,1.0,2021-06-17T08:00:00
1137,TCNU3948073,ONEY,CNXMG,,,USNYC,2021-07-13T18:30:00-05:00,,2021-07-17T11:57:20.375318-05:00,,Unload from vessel,2.0,2021-07-14T00:30:00
1138,FFAU2863317,HLCU,VNVUT,2021-05-17T20:00:00+07:00,,CAVAN,,,2021-07-01T16:00:00,,Vessel arrival,1.0,2021-07-01T16:00:00
1139,CMAU7288130,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1140,AMFU8912364,ONEY,VNCMT,2021-05-12T12:50:00+07:00,2021-05-12T12:50:00+07:00,USNYC,2021-06-09T18:30:00-05:00,,2021-06-10T12:50:26.565876-05:00,,Vessel departure,1.0,2021-06-10T00:30:00
1141,NYKU8279020,ONEY,CNSHG,2021-05-10T06:00:00+08:00,2021-05-10T06:00:00+08:00,USNYC,,,2021-06-08T20:30:00,,Vessel departure,1.0,2021-06-08T20:30:00
1142,TLLU5776210,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1143,TCNU7226253,ONEY,VNCMT,2021-06-02T10:00:00+07:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Unclassified,1.0,2021-06-21T08:30:00
1144,TCKU4366832,HLCU,CNNGB,2021-05-02T02:00:00+08:00,2021-05-03T05:00:00+08:00,USNYC,2021-06-02T10:00:00-05:00,,2021-06-03T04:20:00.334549-05:00,,Unclassified,1.0,2021-06-02T08:00:00
1145,TCLU4696636,ONEY,CNSHG,2021-05-16T04:00:00+08:00,2021-05-16T04:00:00+08:00,USNYC,2021-06-14T10:30:00-05:00,,2021-06-15T05:41:31.745484-05:00,,Vessel departure,1.0,2021-06-14T15:00:00
1146,FSCU8570816,ONEY,VNCMT,2021-06-02T10:00:00+07:00,,USLGB,2021-06-21T05:00:00-08:00,,2021-06-21T14:45:45.394116-08:00,,Unclassified,1.0,2021-06-21T08:30:00
1147,GLDU4138220,ONEY,CNSHG,2021-05-22T22:00:00+08:00,2021-05-22T22:00:00+08:00,USLAX,2021-06-06T14:00:00-08:00,,2021-06-06T14:00:00-08:00,,Vessel departure,1.0,2021-06-06T19:30:00
1148,HLXU8379401,HLCU,VNVUT,2021-05-17T20:00:00+07:00,,CAVAN,,,2021-07-01T16:00:00,,Vessel arrival,1.0,2021-07-01T16:00:00
1149,DRYU4101542,ONEY,VNCMT,2021-05-29T10:25:00+07:00,2021-05-29T10:25:00+07:00,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Unload from vessel,2.0,2021-06-28T00:30:00
1150,TTNU5394902,ONEY,CNSHG,2021-05-16T04:00:00+08:00,2021-05-16T04:00:00+08:00,USNYC,2021-06-14T10:30:00-05:00,,2021-06-15T05:41:31.745484-05:00,,Vessel departure,1.0,2021-06-14T15:00:00
1151,TCKU6553051,HLCU,VNVUT,2021-05-09T06:00:00+07:00,2021-05-09T06:24:00+07:00,USSAV,2021-06-10T00:01:00-05:00,,2021-06-14T17:37:19.209543-05:00,,Unclassified,1.0,2021-06-13T22:00:00
1152,TCNU7422390,CMDU,VNVUT,2021-05-29T22:00:00+07:00,,USNYC,2021-06-28T13:00:00-05:00,,2021-06-28T14:00:00,,Unload from vessel,1.0,2021-06-28T14:00:00
1153,CAIU4022360,ONEY,CNSHG,2021-05-10T06:00:00+08:00,2021-05-10T06:00:00+08:00,USNYC,,,2021-06-08T20:30:00,,Vessel departure,1.0,2021-06-08T20:30:00
1154,CAIU9156059,ONEY,VNCMT,2021-05-31T08:00:00+07:00,,USNYC,2021-06-27T18:30:00-05:00,,2021-07-02T22:20:01.578206-05:00,,Gate in,1.0,2021-06-28T00:30:00
1155,HLBU1874896,HLCU,VNVUT,2021-05-17T20:00:00+07:00,,CAVAN,,,2021-07-01T16:00:00,,Vessel arrival,1.0,2021-07-01T16:00:00
1156,TLLU1622710,ONEY,CNSHG,2021-06-02T05:00:00+08:00,,USSAV,2021-06-29T08:00:00-05:00,,2021-06-30T16:07:36.372463-05:00,,Gate in,1.0,2021-06-29T14:30:00
1157,TCLU9665005,ONEY,CNXMG,,,USNYC,2021-07-13T18:30:00-05:00,,2021-07-17T11:57:20.375318-05:00,,Unload from vessel,2.0,2021-07-14T00:30:00
